miRNA_1	miRNA_2	target
MIRLET7A3	MIRLET7B	PAPOLA
MIRLET7A3	MIRLET7B	BRMS1L
MIRLET7A3	MIRLET7B	PEX11B
MIRLET7A3	MIRLET7B	NAA30
MIRLET7A3	MIRLET7B	SF3B1
MIRLET7A3	MIRLET7B	CDK13
MIRLET7A3	MIRLET7B	CRYBG3
MIRLET7A3	MIRLET7B	PRDM2
MIRLET7A3	MIRLET7B	SERINC3
MIRLET7A3	MIRLET7B	PTGS2
MIRLET7A3	MIRLET7B	REV3L
MIRLET7A3	MIRLET7B	OXSR1
MIRLET7A3	MIRLET7B	NUP153
MIRLET7A3	MIRLET7B	CUL2
MIRLET7A3	MIRLET7B	RUFY3
MIRLET7A3	MIRLET7B	ARHGEF7
MIRLET7A3	MIRLET7B	TSPYL1
MIRLET7A3	MIRLET7B	XPO1
MIRLET7A3	MIRLET7B	GOLT1B
MIRLET7A3	MIRLET7B	NCKAP5L
MIRLET7A3	MIRLET7B	WDR48
MIRLET7A3	MIRLET7B	UBASH3B
MIRLET7A3	MIRLET7B	FBXL5
MIRLET7A3	MIRLET7B	COL1A1
MIRLET7A3	MIRLET7B	RAB3GAP2
MIRLET7A3	MIRLET7B	ATP2A2
MIRLET7A3	MIRLET7B	ABCC8
MIRLET7A3	MIRLET7B	HIVEP2
MIRLET7A3	MIRLET7B	TLDC1
MIRLET7A3	MIRLET7B	MOB1A
MIRLET7A3	MIRLET7B	ZNF792
MIRLET7A3	MIRLET7B	NLK
MIRLET7A3	MIRLET7B	HIF1AN
MIRLET7A3	MIRLET7B	MTUS1
MIRLET7A3	MIRLET7B	WDR81
MIRLET7A3	MIRLET7B	CCND2
MIRLET7A3	MIRLET7B	USP10
MIRLET7A3	MIRLET7B	ZFP36
MIRLET7A3	MIRLET7B	CPEB4
MIRLET7A3	MIRLET7B	FNDC3A
MIRLET7A3	MIRLET7B	PNKD
MIRLET7A3	MIRLET7B	NIPA1
MIRLET7A3	MIRLET7B	FBXO6
MIRLET7A3	MIRLET7B	PCGF3
MIRLET7A3	MIRLET7B	JAK1
MIRLET7A3	MIRLET7B	PBX3
MIRLET7A3	MIRLET7B	YAP1
MIRLET7A3	MIRLET7B	FAM222B
MIRLET7A3	MIRLET7B	OTUD4
MIRLET7A3	MIRLET7B	CLDN12
MIRLET7A3	MIRLET7B	MTUS2
MIRLET7A3	MIRLET7B	TRIB1
MIRLET7A3	MIRLET7B	NHLRC3
MIRLET7A3	MIRLET7B	USP47
MIRLET7A3	MIRLET7B	GPATCH8
MIRLET7A3	MIRLET7B	PPP4C
MIRLET7A3	MIRLET7B	ZFHX4
MIRLET7A3	MIRLET7B	DROSHA
MIRLET7A3	MIRLET7B	ATP8B3
MIRLET7A3	MIRLET7B	FZD2
MIRLET7A3	MIRLET7B	MED13L
MIRLET7A3	MIRLET7B	CDV3
MIRLET7A3	MIRLET7B	SEMA4C
MIRLET7A3	MIRLET7B	HSP90B1
MIRLET7A3	MIRLET7B	MYO1E
MIRLET7A3	MIRLET7B	KDM6B
MIRLET7A3	MIRLET7B	ABT1
MIRLET7A3	MIRLET7B	ZNF852
MIRLET7A3	MIRLET7B	ENSG00000255103
MIRLET7A3	MIRLET7B	FOXP1
MIRLET7A3	MIRLET7B	NR4A1
MIRLET7A3	MIRLET7B	SLC43A3
MIRLET7A3	MIRLET7B	HTT
MIRLET7A3	MIRLET7B	GPD2
MIRLET7A3	MIRLET7B	RFTN1
MIRLET7A3	MIRLET7B	BBX
MIRLET7A3	MIRLET7B	TMEM194A
MIRLET7A3	MIRLET7B	ZNF691
MIRLET7A3	MIRLET7B	MTMR12
MIRLET7A3	MIRLET7B	LRIG3
MIRLET7A3	MIRLET7B	BRAF
MIRLET7A3	MIRLET7B	IGF1R
MIRLET7A3	MIRLET7B	SERTAD2
MIRLET7A3	MIRLET7B	AEN
MIRLET7A3	MIRLET7B	PRKAB2
MIRLET7A3	MIRLET7B	PXT1
MIRLET7A3	MIRLET7B	RHOBTB3
MIRLET7A3	MIRLET7B	ZDHHC6
MIRLET7A3	MIRLET7B	TRIM25
MIRLET7A3	MIRLET7B	DUSP5
MIRLET7A3	MIRLET7B	SLC16A3
MIRLET7A3	MIRLET7B	B3GNT1
MIRLET7A3	MIRLET7B	LRP1
MIRLET7A3	MIRLET7B	MAP3K2
MIRLET7A3	MIRLET7B	RANBP2
MIRLET7A3	MIRLET7B	STK40
MIRLET7A3	MIRLET7B	SLC30A7
MIRLET7A3	MIRLET7B	FAM35A
MIRLET7A3	MIRLET7B	SLC29A1
MIRLET7A3	MIRLET7B	GPR137C
MIRLET7A3	MIRLET7B	NCOR1
MIRLET7A3	MIRLET7B	RAP1GDS1
MIRLET7A3	MIRLET7B	MFI2
MIRLET7A3	MIRLET7B	LARP1
MIRLET7A3	MIRLET7B	MYCBP2
MIRLET7A3	MIRLET7B	PLD3
MIRLET7A3	MIRLET7B	MLLT10
MIRLET7A3	MIRLET7B	EPG5
MIRLET7A3	MIRLET7B	TTLL11
MIRLET7A3	MIRLET7B	SLC37A4
MIRLET7A3	MIRLET7B	EIF2AK1
MIRLET7A3	MIRLET7B	TMEM189-UBE2V1
MIRLET7A3	MIRLET7B	PTPN6
MIRLET7A3	MIRLET7B	CSNK1A1
MIRLET7A3	MIRLET7B	ASAP2
MIRLET7A3	MIRLET7B	CRY2
MIRLET7A3	MIRLET7B	CDKN1A
MIRLET7A3	MIRLET7B	HIPK2
MIRLET7A3	MIRLET7B	RBMS1
MIRLET7A3	MIRLET7B	DCP2
MIRLET7A3	MIRLET7B	CTSA
MIRLET7A3	MIRLET7B	SMARCC1
MIRLET7A3	MIRLET7B	DIP2B
MIRLET7A3	MIRLET7B	KLF6
MIRLET7A3	MIRLET7B	ELL2
MIRLET7A3	MIRLET7B	MAGI2
MIRLET7A3	MIRLET7B	GPHN
MIRLET7A3	MIRLET7B	ITSN2
MIRLET7A3	MIRLET7B	PIEZO2
MIRLET7A3	MIRLET7B	PLCB4
MIRLET7A3	MIRLET7B	CALU
MIRLET7A3	MIRLET7B	SEC16A
MIRLET7A3	MIRLET7B	TGOLN2
MIRLET7A3	MIRLET7B	LEPROTL1
MIRLET7A3	MIRLET7B	NARF
MIRLET7A3	MIRLET7B	ZFYVE26
MIRLET7A3	MIRLET7B	VEZT
MIRLET7A3	MIRLET7B	FCHO2
MIRLET7A3	MIRLET7B	RNFT1
MIRLET7A3	MIRLET7B	CNOT1
MIRLET7A3	MIRLET7B	HOOK1
MIRLET7A3	MIRLET7B	ZNF107
MIRLET7A3	MIRLET7B	SNRNP200
MIRLET7A3	MIRLET7B	ADNP
MIRLET7A3	MIRLET7B	DDX6
MIRLET7A3	MIRLET7B	GPR176
MIRLET7A3	MIRLET7B	MSH6
MIRLET7A3	MIRLET7B	ZC3H12C
MIRLET7A3	MIRLET7B	ANP32E
MIRLET7A3	MIRLET7B	ATG16L1
MIRLET7A3	MIRLET7B	FADS3
MIRLET7A3	MIRLET7B	GATM
MIRLET7A3	MIRLET7B	MARS2
MIRLET7A3	MIRLET7B	ARFGEF2
MIRLET7A3	MIRLET7B	MT-ND5
MIRLET7A3	MIRLET7B	CNOT7
MIRLET7A3	MIRLET7B	IL6R
MIRLET7A3	MIRLET7B	TAF5L
MIRLET7A3	MIRLET7B	FBXO11
MIRLET7A3	MIRLET7B	ANKRD52
MIRLET7A3	MIRLET7B	SOBP
MIRLET7A3	MIRLET7B	COL4A2
MIRLET7A3	MIRLET7B	C15orf39
MIRLET7A3	MIRLET7B	FUCA1
MIRLET7A3	MIRLET7B	THBS1
MIRLET7A3	MIRLET7B	TTC17
MIRLET7A3	MIRLET7B	FNIP2
MIRLET7A3	MIRLET7B	BRWD1
MIRLET7A3	MIRLET7B	MAML3
MIRLET7A3	MIRLET7B	EHMT1
MIRLET7A3	MIRLET7B	ZNF451
MIRLET7A3	MIRLET7B	MIEF1
MIRLET7A3	MIRLET7B	NT5C2
MIRLET7A3	MIRLET7B	VPS13C
MIRLET7A3	MIRLET7B	STX3
MIRLET7A3	MIRLET7B	MGEA5
MIRLET7A3	MIRLET7B	TNRC6A
MIRLET7A3	MIRLET7B	LRBA
MIRLET7A3	MIRLET7B	RPAP1
MIRLET7A3	MIRLET7B	ARID1B
MIRLET7A3	MIRLET7B	XPR1
MIRLET7A3	MIRLET7B	ACBD5
MIRLET7A3	MIRLET7B	LEPROT
MIRLET7A3	MIRLET7B	YTHDC2
MIRLET7A3	MIRLET7B	SKIL
MIRLET7A3	MIRLET7B	PCM1
MIRLET7A3	MIRLET7B	PLAGL1
MIRLET7A3	MIRLET7B	KLHL42
MIRLET7A3	MIRLET7B	ABCF1
MIRLET7A3	MIRLET7B	WDR37
MIRLET7A3	MIRLET7B	FZD3
MIRLET7A3	MIRLET7B	ATP6V1C1
MIRLET7A3	MIRLET7B	ZNF217
MIRLET7A3	MIRLET7B	CBL
MIRLET7A3	MIRLET7B	FSCN1
MIRLET7A3	MIRLET7B	HOMER2
MIRLET7A3	MIRLET7B	MAP3K1
MIRLET7A3	MIRLET7B	TRIM32
MIRLET7A3	MIRLET7B	FANCM
MIRLET7A3	MIRLET7B	UAP1
MIRLET7A3	MIRLET7B	SERPINH1
MIRLET7A3	MIRLET7B	STAMBP
MIRLET7A3	MIRLET7B	TSC22D2
MIRLET7A3	MIRLET7B	MAVS
MIRLET7A3	MIRLET7B	PTER
MIRLET7A3	MIRLET7B	SENP5
MIRLET7A3	MIRLET7B	PLEC
MIRLET7A3	MIRLET7B	VGLL3
MIRLET7A3	MIRLET7B	GLRX5
MIRLET7A3	MIRLET7B	EIF4E2
MIRLET7A3	MIRLET7B	POU2F1
MIRLET7A3	MIRLET7B	SLC19A2
MIRLET7A3	MIRLET7B	ZNF736
MIRLET7A3	MIRLET7B	PKD1
MIRLET7A3	MIRLET7B	SMC1A
MIRLET7A3	MIRLET7B	ZNF644
MIRLET7A3	MIRLET7B	MACC1
MIRLET7A3	MIRLET7B	HMGCS1
MIRLET7A3	MIRLET7B	EIF2AK4
MIRLET7A3	MIRLET7B	FAM160B1
MIRLET7A3	MIRLET7B	TNFRSF11A
MIRLET7A3	MIRLET7B	RNF167
MIRLET7A3	MIRLET7B	STK4
MIRLET7A3	MIRLET7B	CTD-2368P22.1
MIRLET7A3	MIRLET7B	NBEAL2
MIRLET7A3	MIRLET7B	SYNJ2
MIRLET7A3	MIRLET7B	ARF3
MIRLET7A3	MIRLET7B	SYT16
MIRLET7A3	MIRLET7B	PCDHAC2
MIRLET7A3	MIRLET7B	STARD13
MIRLET7A3	MIRLET7B	ATP13A3
MIRLET7A3	MIRLET7B	SLCO5A1
MIRLET7A3	MIRLET7B	C5orf51
MIRLET7A3	MIRLET7B	DHTKD1
MIRLET7A3	MIRLET7B	DPF2
MIRLET7A3	MIRLET7B	MYCBP
MIRLET7A3	MIRLET7B	TRRAP
MIRLET7A3	MIRLET7B	PATL1
MIRLET7A3	MIRLET7B	ARID3A
MIRLET7A3	MIRLET7B	COIL
MIRLET7A3	MIRLET7B	CNKSR3
MIRLET7A3	MIRLET7B	DDHD1
MIRLET7A3	MIRLET7B	TTYH3
MIRLET7A3	MIRLET7B	RB1CC1
MIRLET7A3	MIRLET7C	NXF1
MIRLET7A3	MIRLET7C	SF3B1
MIRLET7A3	MIRLET7C	GPHN
MIRLET7A3	MIRLET7C	BIRC3
MIRLET7A3	MIRLET7C	ITSN2
MIRLET7A3	MIRLET7C	DYNC1H1
MIRLET7A3	MIRLET7C	YOD1
MIRLET7A3	MIRLET7C	XRN1
MIRLET7A3	MIRLET7C	PIEZO2
MIRLET7A3	MIRLET7C	COQ10B
MIRLET7A3	MIRLET7C	RNF44
MIRLET7A3	MIRLET7C	CCL7
MIRLET7A3	MIRLET7C	TTI1
MIRLET7A3	MIRLET7C	CDK13
MIRLET7A3	MIRLET7C	PRDM2
MIRLET7A3	MIRLET7C	SERINC3
MIRLET7A3	MIRLET7C	DUSP4
MIRLET7A3	MIRLET7C	ERCC6
MIRLET7A3	MIRLET7C	PTGS2
MIRLET7A3	MIRLET7C	REV3L
MIRLET7A3	MIRLET7C	OXSR1
MIRLET7A3	MIRLET7C	CUL2
MIRLET7A3	MIRLET7C	CALU
MIRLET7A3	MIRLET7C	S100PBP
MIRLET7A3	MIRLET7C	TNFSF9
MIRLET7A3	MIRLET7C	MEF2BNB
MIRLET7A3	MIRLET7C	ARHGEF7
MIRLET7A3	MIRLET7C	TGOLN2
MIRLET7A3	MIRLET7C	GATM
MIRLET7A3	MIRLET7C	TSPYL1
MIRLET7A3	MIRLET7C	HOXA9
MIRLET7A3	MIRLET7C	KIF2A
MIRLET7A3	MIRLET7C	MDM4
MIRLET7A3	MIRLET7C	NARF
MIRLET7A3	MIRLET7C	UBR2
MIRLET7A3	MIRLET7C	ZFHX2
MIRLET7A3	MIRLET7C	NCKAP5L
MIRLET7A3	MIRLET7C	OXA1L
MIRLET7A3	MIRLET7C	MT-CO1
MIRLET7A3	MIRLET7C	VEZT
MIRLET7A3	MIRLET7C	FCHO2
MIRLET7A3	MIRLET7C	WDR48
MIRLET7A3	MIRLET7C	CNOT1
MIRLET7A3	MIRLET7C	UBASH3B
MIRLET7A3	MIRLET7C	RAB11FIP2
MIRLET7A3	MIRLET7C	FBXL5
MIRLET7A3	MIRLET7C	COL1A1
MIRLET7A3	MIRLET7C	CKAP4
MIRLET7A3	MIRLET7C	FARP2
MIRLET7A3	MIRLET7C	RAB3GAP2
MIRLET7A3	MIRLET7C	HIVEP2
MIRLET7A3	MIRLET7C	ALDOA
MIRLET7A3	MIRLET7C	MED12
MIRLET7A3	MIRLET7C	TLDC1
MIRLET7A3	MIRLET7C	NFAT5
MIRLET7A3	MIRLET7C	TPP2
MIRLET7A3	MIRLET7C	MOB1A
MIRLET7A3	MIRLET7C	DDX6
MIRLET7A3	MIRLET7C	MED6
MIRLET7A3	MIRLET7C	MBTPS2
MIRLET7A3	MIRLET7C	HIF1AN
MIRLET7A3	MIRLET7C	MSH6
MIRLET7A3	MIRLET7C	ATP6V1F
MIRLET7A3	MIRLET7C	CD80
MIRLET7A3	MIRLET7C	CCND2
MIRLET7A3	MIRLET7C	TPR
MIRLET7A3	MIRLET7C	RBM19
MIRLET7A3	MIRLET7C	RDX
MIRLET7A3	MIRLET7C	FADS3
MIRLET7A3	MIRLET7C	CCND1
MIRLET7A3	MIRLET7C	ATG16L1
MIRLET7A3	MIRLET7C	ZBTB5
MIRLET7A3	MIRLET7C	HMGA2
MIRLET7A3	MIRLET7C	CPEB4
MIRLET7A3	MIRLET7C	TRAK1
MIRLET7A3	MIRLET7C	FNDC3A
MIRLET7A3	MIRLET7C	IKZF2
MIRLET7A3	MIRLET7C	ACTR3
MIRLET7A3	MIRLET7C	TAB2
MIRLET7A3	MIRLET7C	PNKD
MIRLET7A3	MIRLET7C	NIPA1
MIRLET7A3	MIRLET7C	IGDCC4
MIRLET7A3	MIRLET7C	MARS2
MIRLET7A3	MIRLET7C	PLEC
MIRLET7A3	MIRLET7C	BPTF
MIRLET7A3	MIRLET7C	P4HA2
MIRLET7A3	MIRLET7C	FBXO6
MIRLET7A3	MIRLET7C	TRAPPC1
MIRLET7A3	MIRLET7C	TAF5L
MIRLET7A3	MIRLET7C	MED19
MIRLET7A3	MIRLET7C	DUSP2
MIRLET7A3	MIRLET7C	GNG5
MIRLET7A3	MIRLET7C	NAA30
MIRLET7A3	MIRLET7C	BACH1
MIRLET7A3	MIRLET7C	JAK1
MIRLET7A3	MIRLET7C	ZSWIM6
MIRLET7A3	MIRLET7C	IGF2BP1
MIRLET7A3	MIRLET7C	NUPL1
MIRLET7A3	MIRLET7C	COL4A2
MIRLET7A3	MIRLET7C	PBX3
MIRLET7A3	MIRLET7C	TTC17
MIRLET7A3	MIRLET7C	FUCA1
MIRLET7A3	MIRLET7C	THBS1
MIRLET7A3	MIRLET7C	PAPD4
MIRLET7A3	MIRLET7C	SERPINH1
MIRLET7A3	MIRLET7C	YAP1
MIRLET7A3	MIRLET7C	TSC22D3
MIRLET7A3	MIRLET7C	CCDC71L
MIRLET7A3	MIRLET7C	ERO1L
MIRLET7A3	MIRLET7C	EHMT1
MIRLET7A3	MIRLET7C	ZNF451
MIRLET7A3	MIRLET7C	MIEF1
MIRLET7A3	MIRLET7C	FAM222B
MIRLET7A3	MIRLET7C	CLDN12
MIRLET7A3	MIRLET7C	RRM2
MIRLET7A3	MIRLET7C	MTMR9
MIRLET7A3	MIRLET7C	GMFB
MIRLET7A3	MIRLET7C	PDCD4
MIRLET7A3	MIRLET7C	NT5C2
MIRLET7A3	MIRLET7C	FAR1
MIRLET7A3	MIRLET7C	STX3
MIRLET7A3	MIRLET7C	PHF19
MIRLET7A3	MIRLET7C	TRIB1
MIRLET7A3	MIRLET7C	TNRC6A
MIRLET7A3	MIRLET7C	NHLRC3
MIRLET7A3	MIRLET7C	LRBA
MIRLET7A3	MIRLET7C	KPNA2
MIRLET7A3	MIRLET7C	DICER1
MIRLET7A3	MIRLET7C	GPATCH8
MIRLET7A3	MIRLET7C	PPP4C
MIRLET7A3	MIRLET7C	RPAP1
MIRLET7A3	MIRLET7C	PSMB2
MIRLET7A3	MIRLET7C	ZBTB32
MIRLET7A3	MIRLET7C	ZFHX4
MIRLET7A3	MIRLET7C	SH3TC1
MIRLET7A3	MIRLET7C	ACBD5
MIRLET7A3	MIRLET7C	EIF3D
MIRLET7A3	MIRLET7C	ZNF516
MIRLET7A3	MIRLET7C	CEP290
MIRLET7A3	MIRLET7C	FZD2
MIRLET7A3	MIRLET7C	CASP8AP2
MIRLET7A3	MIRLET7C	CBX5
MIRLET7A3	MIRLET7C	GPR85
MIRLET7A3	MIRLET7C	MED13L
MIRLET7A3	MIRLET7C	MAP2K4
MIRLET7A3	MIRLET7C	ZNF121
MIRLET7A3	MIRLET7C	PFKFB3
MIRLET7A3	MIRLET7C	SEMA4C
MIRLET7A3	MIRLET7C	HSP90B1
MIRLET7A3	MIRLET7C	MYO1E
MIRLET7A3	MIRLET7C	YTHDC2
MIRLET7A3	MIRLET7C	SKIL
MIRLET7A3	MIRLET7C	PTPN14
MIRLET7A3	MIRLET7C	ATP6V1G1
MIRLET7A3	MIRLET7C	ABCF1
MIRLET7A3	MIRLET7C	PLEKHA8
MIRLET7A3	MIRLET7C	GEMIN4
MIRLET7A3	MIRLET7C	RIMKLA
MIRLET7A3	MIRLET7C	ABT1
MIRLET7A3	MIRLET7C	ATP6V1C1
MIRLET7A3	MIRLET7C	WASF2
MIRLET7A3	MIRLET7C	SIK1
MIRLET7A3	MIRLET7C	KLHL24
MIRLET7A3	MIRLET7C	CBL
MIRLET7A3	MIRLET7C	ZNF852
MIRLET7A3	MIRLET7C	IRS2
MIRLET7A3	MIRLET7C	FKBP3
MIRLET7A3	MIRLET7C	SYNCRIP
MIRLET7A3	MIRLET7C	NR4A1
MIRLET7A3	MIRLET7C	IGF2BP2
MIRLET7A3	MIRLET7C	SLC43A3
MIRLET7A3	MIRLET7C	GLB1
MIRLET7A3	MIRLET7C	CCNB2
MIRLET7A3	MIRLET7C	ATG9A
MIRLET7A3	MIRLET7C	TRIM32
MIRLET7A3	MIRLET7C	HTT
MIRLET7A3	MIRLET7C	DNASE1
MIRLET7A3	MIRLET7C	GPD2
MIRLET7A3	MIRLET7C	RFTN1
MIRLET7A3	MIRLET7C	FANCM
MIRLET7A3	MIRLET7C	TMEM194A
MIRLET7A3	MIRLET7C	UAP1
MIRLET7A3	MIRLET7C	SERPINB9
MIRLET7A3	MIRLET7C	FBN1
MIRLET7A3	MIRLET7C	ZNF691
MIRLET7A3	MIRLET7C	C9orf64
MIRLET7A3	MIRLET7C	MTMR12
MIRLET7A3	MIRLET7C	LRIG3
MIRLET7A3	MIRLET7C	SERTAD2
MIRLET7A3	MIRLET7C	IGF1R
MIRLET7A3	MIRLET7C	TSC22D2
MIRLET7A3	MIRLET7C	UBE2G2
MIRLET7A3	MIRLET7C	PRKAB2
MIRLET7A3	MIRLET7C	FAM43A
MIRLET7A3	MIRLET7C	SENP5
MIRLET7A3	MIRLET7C	UBE2K
MIRLET7A3	MIRLET7C	KLF10
MIRLET7A3	MIRLET7C	PXT1
MIRLET7A3	MIRLET7C	RHOBTB3
MIRLET7A3	MIRLET7C	ZDHHC6
MIRLET7A3	MIRLET7C	MTMR14
MIRLET7A3	MIRLET7C	GLRX5
MIRLET7A3	MIRLET7C	WSB1
MIRLET7A3	MIRLET7C	PPP2CA
MIRLET7A3	MIRLET7C	KDM6A
MIRLET7A3	MIRLET7C	TRIM25
MIRLET7A3	MIRLET7C	DUSP5
MIRLET7A3	MIRLET7C	PKD1
MIRLET7A3	MIRLET7C	GNS
MIRLET7A3	MIRLET7C	RC3H2
MIRLET7A3	MIRLET7C	PARP1
MIRLET7A3	MIRLET7C	PREX1
MIRLET7A3	MIRLET7C	SLC16A3
MIRLET7A3	MIRLET7C	LRP1
MIRLET7A3	MIRLET7C	MAP3K2
MIRLET7A3	MIRLET7C	RANBP2
MIRLET7A3	MIRLET7C	STK40
MIRLET7A3	MIRLET7C	SLC30A7
MIRLET7A3	MIRLET7C	SMC1A
MIRLET7A3	MIRLET7C	ZNF644
MIRLET7A3	MIRLET7C	GARS
MIRLET7A3	MIRLET7C	NCOR1
MIRLET7A3	MIRLET7C	RAP1GDS1
MIRLET7A3	MIRLET7C	MFI2
MIRLET7A3	MIRLET7C	LARP1
MIRLET7A3	MIRLET7C	NAP1L1
MIRLET7A3	MIRLET7C	SRGN
MIRLET7A3	MIRLET7C	MACC1
MIRLET7A3	MIRLET7C	HUWE1
MIRLET7A3	MIRLET7C	HMGCS1
MIRLET7A3	MIRLET7C	C14orf166
MIRLET7A3	MIRLET7C	FAM160B1
MIRLET7A3	MIRLET7C	TGFBR3
MIRLET7A3	MIRLET7C	GBF1
MIRLET7A3	MIRLET7C	AP3M1
MIRLET7A3	MIRLET7C	TNFRSF11A
MIRLET7A3	MIRLET7C	RNF167
MIRLET7A3	MIRLET7C	PRKAA1
MIRLET7A3	MIRLET7C	PRKDC
MIRLET7A3	MIRLET7C	MLLT10
MIRLET7A3	MIRLET7C	EPG5
MIRLET7A3	MIRLET7C	RBMS2
MIRLET7A3	MIRLET7C	ADAM9
MIRLET7A3	MIRLET7C	TSC1
MIRLET7A3	MIRLET7C	TTLL11
MIRLET7A3	MIRLET7C	DST
MIRLET7A3	MIRLET7C	STK4
MIRLET7A3	MIRLET7C	NBEAL2
MIRLET7A3	MIRLET7C	SYNJ2
MIRLET7A3	MIRLET7C	OSGEPL1
MIRLET7A3	MIRLET7C	SP1
MIRLET7A3	MIRLET7C	SLC5A6
MIRLET7A3	MIRLET7C	UBE2D3
MIRLET7A3	MIRLET7C	EIF2AK1
MIRLET7A3	MIRLET7C	MIB1
MIRLET7A3	MIRLET7C	VGLL3
MIRLET7A3	MIRLET7C	STARD13
MIRLET7A3	MIRLET7C	LCOR
MIRLET7A3	MIRLET7C	PDPR
MIRLET7A3	MIRLET7C	TMEM189-UBE2V1
MIRLET7A3	MIRLET7C	PPP1R15B
MIRLET7A3	MIRLET7C	PTPN6
MIRLET7A3	MIRLET7C	MAPK6
MIRLET7A3	MIRLET7C	BRMS1L
MIRLET7A3	MIRLET7C	ATP13A3
MIRLET7A3	MIRLET7C	DAXX
MIRLET7A3	MIRLET7C	GPR63
MIRLET7A3	MIRLET7C	NDUFV3
MIRLET7A3	MIRLET7C	SLCO5A1
MIRLET7A3	MIRLET7C	COPB2
MIRLET7A3	MIRLET7C	IFI44L
MIRLET7A3	MIRLET7C	POLR3D
MIRLET7A3	MIRLET7C	CRY2
MIRLET7A3	MIRLET7C	HIPK2
MIRLET7A3	MIRLET7C	TET3
MIRLET7A3	MIRLET7C	C16orf72
MIRLET7A3	MIRLET7C	CELSR3
MIRLET7A3	MIRLET7C	NEK9
MIRLET7A3	MIRLET7C	RNF111
MIRLET7A3	MIRLET7C	CNTRL
MIRLET7A3	MIRLET7C	C5orf51
MIRLET7A3	MIRLET7C	DHTKD1
MIRLET7A3	MIRLET7C	NNT
MIRLET7A3	MIRLET7C	AGO1
MIRLET7A3	MIRLET7C	CLUH
MIRLET7A3	MIRLET7C	ZFR
MIRLET7A3	MIRLET7C	DCP2
MIRLET7A3	MIRLET7C	PIGT
MIRLET7A3	MIRLET7C	RHOB
MIRLET7A3	MIRLET7C	H2AFV
MIRLET7A3	MIRLET7C	PPP1CA
MIRLET7A3	MIRLET7C	TRRAP
MIRLET7A3	MIRLET7C	PATL1
MIRLET7A3	MIRLET7C	CTSA
MIRLET7A3	MIRLET7C	ARID3A
MIRLET7A3	MIRLET7C	SMARCC1
MIRLET7A3	MIRLET7C	KMT2D
MIRLET7A3	MIRLET7C	DIP2B
MIRLET7A3	MIRLET7C	RICTOR
MIRLET7A3	MIRLET7C	GGA3
MIRLET7A3	MIRLET7C	RB1CC1
MIRLET7A3	MIRLET7C	PEX11B
MIRLET7A3	MIRLET7C	CREB3L2
MIRLET7A3	MIRLET7D	BIRC3
MIRLET7A3	MIRLET7D	DYNC1H1
MIRLET7A3	MIRLET7D	VCL
MIRLET7A3	MIRLET7D	CPSF1
MIRLET7A3	MIRLET7D	SH2D3C
MIRLET7A3	MIRLET7D	ERCC6
MIRLET7A3	MIRLET7D	TNFSF9
MIRLET7A3	MIRLET7D	TP53BP1
MIRLET7A3	MIRLET7D	MDM4
MIRLET7A3	MIRLET7D	LDB1
MIRLET7A3	MIRLET7D	ZFHX2
MIRLET7A3	MIRLET7D	PCNXL3
MIRLET7A3	MIRLET7D	LIMD1
MIRLET7A3	MIRLET7D	FAM49B
MIRLET7A3	MIRLET7D	MARS
MIRLET7A3	MIRLET7D	DOT1L
MIRLET7A3	MIRLET7D	NFAT5
MIRLET7A3	MIRLET7D	INSR
MIRLET7A3	MIRLET7D	ATP6V1F
MIRLET7A3	MIRLET7D	CD80
MIRLET7A3	MIRLET7D	ZBTB5
MIRLET7A3	MIRLET7D	TRAK1
MIRLET7A3	MIRLET7D	TAB2
MIRLET7A3	MIRLET7D	GLG1
MIRLET7A3	MIRLET7D	HIC1
MIRLET7A3	MIRLET7D	DUSP2
MIRLET7A3	MIRLET7D	GNG5
MIRLET7A3	MIRLET7D	BACH1
MIRLET7A3	MIRLET7D	ZSWIM6
MIRLET7A3	MIRLET7D	NUPL1
MIRLET7A3	MIRLET7D	COPS6
MIRLET7A3	MIRLET7D	CCDC71L
MIRLET7A3	MIRLET7D	ERO1L
MIRLET7A3	MIRLET7D	ARHGEF17
MIRLET7A3	MIRLET7D	EPM2AIP1
MIRLET7A3	MIRLET7D	NR2F2
MIRLET7A3	MIRLET7D	PHF19
MIRLET7A3	MIRLET7D	FOXN2
MIRLET7A3	MIRLET7D	CTPS2
MIRLET7A3	MIRLET7D	SH3TC1
MIRLET7A3	MIRLET7D	ZNF516
MIRLET7A3	MIRLET7D	CEP290
MIRLET7A3	MIRLET7D	YWHAG
MIRLET7A3	MIRLET7D	PLEKHA8
MIRLET7A3	MIRLET7D	IRS2
MIRLET7A3	MIRLET7D	OSTF1
MIRLET7A3	MIRLET7D	PLXNA2
MIRLET7A3	MIRLET7D	VPS54
MIRLET7A3	MIRLET7D	WIPI1
MIRLET7A3	MIRLET7D	ALOX5
MIRLET7A3	MIRLET7D	KLF10
MIRLET7A3	MIRLET7D	ZNF24
MIRLET7A3	MIRLET7D	TRIM27
MIRLET7A3	MIRLET7D	PPP2CA
MIRLET7A3	MIRLET7D	FBXO17
MIRLET7A3	MIRLET7D	PKN3
MIRLET7A3	MIRLET7D	GARS
MIRLET7A3	MIRLET7D	NAP1L1
MIRLET7A3	MIRLET7D	HUWE1
MIRLET7A3	MIRLET7D	HN1
MIRLET7A3	MIRLET7D	TGFBR3
