miRNA_1	miRNA_2	target
MIR199A1	MIR199B	TRIM59
MIR199A1	MIR199B	PRKDC
MIR199A1	MIR199B	ARHGEF2
MIR199A1	MIR199B	MCL1
MIR199A1	MIR199B	ETNK1
MIR199A1	MIR199B	SMARCE1
MIR199A1	MIR199B	PRKCB
MIR199A1	MIR199B	ZC3H10
MIR199A1	MIR199B	CARD8
MIR199A1	MIR199B	CD59
MIR199A1	MIR199B	FEM1C
MIR199A1	MIR199B	MYH9
MIR199A1	MIR199B	COBLL1
MIR199A1	MIR199B	RGPD3
MIR199A1	MIR199B	STAG2
MIR199A1	MIR199B	SEC24A
MIR199A1	MIR199B	ELK3
MIR199A1	MIR199B	ELP2
MIR199A1	MIR199B	AC092835.2
MIR199A1	MIR199B	KLHL28
MIR199A1	MIR199B	MAP3K1
MIR199A1	MIR199B	NOL7
MIR199A1	MIR199B	SORL1
MIR199A1	MIR199B	DDX17
MIR199A1	MIR199B	GLOD4
MIR199A1	MIR199B	HECTD1
MIR199A1	MIR199B	MSH6
MIR199A1	MIR199B	ZBED4
MIR199A1	MIR199B	ZDHHC9
MIR199A1	MIR199B	HEG1
MIR199A1	MIR199B	TPD52
MIR199A1	MIR199B	NSMF
MIR199A1	MIR199B	UCK2
MIR199A1	MIR199B	NEDD4
MIR199A1	MIR199B	EXT1
MIR199A1	MIR199B	ATP6V1A
MIR199A1	MIR199B	VIPAS39
MIR199A1	MIR199B	CD151
MIR199A1	MIR199B	CD44
MIR199A1	MIR199B	DHCR24
MIR199A1	MIR199B	SLC7A11
MIR199A1	MIR199B	GREM1
MIR199A1	MIR199B	BLOC1S5-TXNDC5
MIR199A1	MIR199B	KCTD12
MIR199A1	MIR199B	MSN
MIR199A1	MIR199B	DDI2
MIR199A1	MIR199B	HNRNPF
MIR199A1	MIR199B	MYSM1
MIR199A1	MIR199B	CDK5R1
MIR199A1	MIR199B	TMEM170A
MIR199A1	MIR199B	TAOK1
MIR199A1	MIR199B	FH
MIR199A1	MIR199B	MARCH8
MIR199A1	MIR199B	ABL2
MIR199A1	MIR199B	IL1RL1
MIR199A1	MIR199B	LONRF3
MIR199A1	MIR199B	RIMS3
MIR199A1	MIR199B	VMA21
MIR199A1	MIR199B	KCNC3
MIR199A1	MIR199B	MARCKS
MIR199A1	MIR199B	ZNF460
MIR199A1	MIR199B	EPB41L1
MIR199A1	MIR199B	ZCCHC2
MIR199A1	MIR199B	EPG5
MIR199A1	MIR199B	FXR1
MIR199A1	MIR199B	APLP2
MIR199A1	MIR199B	RABGAP1
MIR199A1	MIR199B	DIAPH2
MIR199A1	MIR199B	PMPCB
MIR199A1	MIR199B	EMC1
MIR199A1	MIR199B	PRKCA
MIR199A1	MIR199B	ETS1
MIR199A1	MIR199B	BCOR
MIR199A1	MIR199B	FOXJ2
MIR199A1	MIR199B	BACH1
MIR199A1	MIR199B	C6orf62
MIR199A1	MIR199B	CMIP
MIR199A1	MIR199B	KDM6B
MIR199A1	MIR199B	TACC1
MIR199A1	MIR199B	BCKDHA
MIR199A1	MIR199B	CDC42SE2
MIR199A1	MIR199B	TSSC1
MIR199A1	MIR199B	BLOC1S6
MIR199A1	MIR199B	DCTN1
MIR199A1	MIR199B	CBX5
MIR199A1	MIR199B	DDX3X
MIR199A1	MIR199B	IRF9
MIR199A1	MIR199B	SUPT16H
MIR199A1	MIR199B	TRA2B
MIR199A1	MIR199B	MUC6
MIR199A1	MIR199B	MYO9A
MIR199A1	MIR199B	ZNF430
MIR199A1	MIR199B	PSIP1
MIR199A1	MIR199B	SNN
MIR199A1	MIR199B	NIPAL3
MIR199A1	MIR199B	DST
MIR199A1	MIR199B	CACUL1
MIR199A1	MIR199B	CNIH3
MIR199A1	MIR199B	RPS6KA3
MIR199A1	MIR199B	ZMPSTE24
MIR199A1	MIR199B	WIPI2
MIR199A1	MIR199B	B3GNT2
MIR199A1	MIR199B	KDM4A
MIR199A1	MIR199B	NDUFA2
MIR199A1	MIR199B	RPS20
MIR199A1	MIR199B	EMP1
MIR199A1	MIR199B	DIP2B
MIR199A1	MIR199B	SF3B1
MIR199A1	MIR199B	MCFD2
MIR199A1	MIR199B	RHEB
MIR199A1	MIR199B	CUL3
MIR199A1	MIR199B	APEX1
MIR199A1	MIR199B	CLIP1
MIR199A1	MIR199B	PLK2
MIR199A1	MIR199B	CAPRIN1
MIR199A1	MIR199B	NRIP1
MIR199A1	MIR199B	ZNF354C
MIR199A1	MIR199B	DENND1B
MIR199A1	MIR199B	YAP1
MIR199A1	MIR199B	NDUFA12
MIR199A1	MIR199B	STRIP2
MIR199A1	MIR199B	ANKMY2
MIR199A1	MIR199B	OSBPL8
MIR199A1	MIR199B	HSDL1
MIR199A1	MIR199B	TMEM97
MIR199A1	MIR199B	ARHGAP17
MIR199A1	MIR199B	C3
MIR199A1	MIR199B	LURAP1L
MIR199A1	MIR199B	ZNF264
MIR199A1	MIR199B	CAPN2
MIR199A1	MIR199B	CD164
MIR199A1	MIR199B	RAP2B
MIR199A1	MIR199B	UBE2G1
MIR199A1	MIR199B	TAF6
MIR199A1	MIR199B	USO1
MIR199A1	MIR199B	JUNB
MIR199A1	MIR199B	ANKRD42
MIR199A1	MIR199B	CSTF1
MIR199A1	MIR199B	FBXO30
MIR199A1	MIR199B	RGPD8
MIR199A1	MIR199B	SERPINE2
MIR199A1	MIR199B	USP6NL
MIR199A1	MIR199B	ARPC1A
MIR199A1	MIR199B	TPT1
MIR199A1	MIR199B	GNA12
MIR199A1	MIR199B	G3BP1
MIR199A1	MIR199B	MAML1
MIR199A1	MIR199B	ATRX
MIR199A1	MIR199B	HEXIM1
MIR199A1	MIR199B	STMN1
MIR199A1	MIR199B	USP24
MIR199A1	MIR199B	PCGF5
MIR199A1	MIR199B	ADAM10
MIR199A1	MIR199B	DPF2
MIR199A1	MIR199B	USP37
MIR199A1	MIR199B	PLEKHA8
MIR199A1	MIR199B	CDCA7L
MIR199A1	MIR199B	HLA-B
MIR199A1	MIR199B	ZSWIM4
MIR199A1	MIR199B	ABHD17B
MIR199A1	MIR199B	RBM47
MIR199A1	MIR199B	RAD9A
MIR199A1	MIR199B	GOLGA8A
MIR199A1	MIR199B	PMAIP1
MIR199A1	MIR199B	FNBP1
MIR199A1	MIR199B	HNRNPD
MIR199A1	MIR199B	FAS
MIR199A1	MIR199B	GBE1
MIR199A1	MIR199B	NFE2L2
MIR199A1	MIR199B	FOXA2
MIR199A1	MIR199B	BMP2K
MIR199A1	MIR199B	LCOR
MIR199A1	MIR199B	DICER1
MIR199A1	MIR199B	NET1
MIR199A1	MIR199B	AVL9
MIR199A1	MIR199B	PIGG
MIR199A1	MIR199B	G2E3
MIR199A1	MIR199B	PARP1
MIR199A1	MIR199B	CALM2
MIR199A1	MIR199B	ZMYM4
MIR199A1	MIR199B	ANAPC7
MIR199A1	MIR199B	CDK17
MIR199A1	MIR199B	TANK
MIR199A1	MIR199B	DGCR2
MIR199A1	MIR199B	DCP2
MIR199A1	MIR199B	PTGS2
MIR199A1	MIR199B	LMLN
MIR199A1	MIR199B	FBN1
MIR199A1	MIR199B	ZNF543
MIR199A1	MIR199B	KIAA1468
MIR199A1	MIR199B	TBCE
MIR199A1	MIR199B	DDIT4
MIR199A1	MIR199B	VEZF1
MIR199A1	MIR199B	PYGO1
MIR199A1	MIR199B	G3BP2
MIR199A1	MIR199B	MICAL3
MIR199A1	MIR199B	STAU1
MIR199A1	MIR199B	AASDHPPT
MIR199A1	MIR199B	SLC1A5
MIR199A1	MIR199B	VLDLR
MIR199A1	MIR199B	DUSP5
MIR199A1	MIR199B	SLC25A53
MIR199A1	MIR199B	ARHGEF12
MIR199A1	MIR199B	YWHAE
MIR199A1	MIR199B	ALDH5A1
MIR199A1	MIR199B	IMPA1
MIR199A1	MIR199B	RNF19A
MIR199A1	MIR199B	TBX3
MIR199A1	MIR199B	SEC24C
MIR199A1	MIR199B	LIG3
MIR199A1	MIR199B	AUP1
MIR199A2	MIR199B	ATL3
MIR199A2	MIR199B	ASAP1
MIR199A2	MIR199B	BAHD1
MIR199A2	MIR199B	CHORDC1
MIR199A2	MIR199B	F11R
MIR199A2	MIR199B	CSF3
MIR199A2	MIR199B	FAR1
MIR199A2	MIR199B	NEFM
MIR199A2	MIR199B	FGD4
MIR199A2	MIR199B	MYOF
MIR199A2	MIR199B	AKAP11
MIR199A2	MIR199B	CPEB2
MIR199A2	MIR199B	MICAL2
MIR199A2	MIR199B	SF3B3
MIR199A2	MIR199B	SLC2A3
MIR199A2	MIR199B	KIF1B
MIR199A2	MIR199B	PRPF40A
MIR199A2	MIR199B	SMU1
MIR199A2	MIR199B	MIB1
MIR199A2	MIR199B	RASSF3
MIR199A2	MIR199B	SRSF9
MIR199A2	MIR199B	HSPD1
MIR199A2	MIR199B	PTPRF
MIR199A2	MIR199B	FN1
MIR199A2	MIR199B	TADA2B
MIR199A2	MIR199B	COMT
MIR199A2	MIR199B	HAS3
MIR199A2	MIR199B	ADO
MIR199A2	MIR199B	CELF1
MIR199A2	MIR199B	EVI5
MIR199A2	MIR199B	KAT6A
MIR199A2	MIR199B	ACTR1B
MIR199A2	MIR199B	MTHFD1L
MIR199A2	MIR199B	STK4
MIR199A2	MIR199B	RAB7A
MIR199A2	MIR199B	KIF5B
MIR199A2	MIR199B	RAI1
MIR199A2	MIR199B	TMEM159
MIR199A2	MIR199B	YWHAZ
MIR199A2	MIR199B	HCFC1
MIR199A2	MIR199B	SIAH2
MIR199A2	MIR199B	BRWD1
MIR199A2	MIR199B	TARS
MIR199A2	MIR199B	THADA
MIR199A2	MIR199B	GPD2
MIR199A2	MIR199B	BPTF
MIR199A2	MIR199B	LTBP1
MIR199A2	MIR199B	MLLT4
MIR199A2	MIR199B	PREB
MIR199A2	MIR199B	ERGIC3
MIR199A2	MIR199B	MAU2
MIR199A2	MIR199B	UBE4A
MIR199A2	MIR199B	HVCN1
MIR199A2	MIR199B	LAMB2
MIR199A2	MIR199B	PSMA6
MIR199A2	MIR199B	APP
MIR199A2	MIR199B	MGAT4B
MIR199A2	MIR199B	WDHD1
MIR199A2	MIR199B	BAZ2A
MIR199A2	MIR199B	NSD1
MIR199A2	MIR199B	TSPO
MIR199A2	MIR199B	ZNF433
MIR199A2	MIR199B	GGA3
MIR199A2	MIR199B	EDEM3
MIR199A2	MIR199B	TRIB3
MIR199A2	MIR199B	GPR107
MIR199A2	MIR199B	KPNA4
MIR199A2	MIR199B	FEN1
MIR199A2	MIR199B	FAM167A
MIR199A2	MIR199B	PURB
MIR199A2	MIR199B	MMP2
MIR199A2	MIR199B	TXNDC12
MIR199A2	MIR199B	RUNX1
MIR199A2	MIR199B	ZKSCAN1
MIR199A2	MIR199B	CNOT6L
MIR199A2	MIR199B	GTF3C1
MIR199A2	MIR199B	MAPK8
MIR199A2	MIR199B	EIF4EBP2
MIR199A2	MIR199B	MID1
MIR199A2	MIR199B	DNAJC16
MIR199A2	MIR199B	PCDHGA6
MIR199A2	MIR199B	ARCN1
MIR199A2	MIR199B	TMEM189-UBE2V1
MIR199A2	MIR199B	TRIM59
MIR199A2	MIR199B	PRKDC
MIR199A2	MIR199B	ARHGEF2
MIR199A2	MIR199B	MCL1
MIR199A2	MIR199B	ETNK1
MIR199A2	MIR199B	SMARCE1
MIR199A2	MIR199B	PRKCB
MIR199A2	MIR199B	ZC3H10
MIR199A2	MIR199B	CARD8
MIR199A2	MIR199B	CD59
MIR199A2	MIR199B	FEM1C
MIR199A2	MIR199B	MYH9
MIR199A2	MIR199B	COBLL1
MIR199A2	MIR199B	RGPD3
MIR199A2	MIR199B	STAG2
MIR199A2	MIR199B	SEC24A
MIR199A2	MIR199B	ELK3
MIR199A2	MIR199B	ELP2
MIR199A2	MIR199B	AC092835.2
MIR199A2	MIR199B	KLHL28
MIR199A2	MIR199B	MAP3K1
MIR199A2	MIR199B	NOL7
MIR199A2	MIR199B	SORL1
MIR199A2	MIR199B	DDX17
MIR199A2	MIR199B	GLOD4
MIR199A2	MIR199B	HECTD1
MIR199A2	MIR199B	MSH6
MIR199A2	MIR199B	ZBED4
MIR199A2	MIR199B	ZDHHC9
MIR199A2	MIR199B	HEG1
MIR199A2	MIR199B	TPD52
MIR199A2	MIR199B	NSMF
MIR199A2	MIR199B	UCK2
MIR199A2	MIR199B	NEDD4
MIR199A2	MIR199B	EXT1
MIR199A2	MIR199B	ATP6V1A
MIR199A2	MIR199B	VIPAS39
MIR199A2	MIR199B	CD151
MIR199A2	MIR199B	CD44
MIR199A2	MIR199B	DHCR24
MIR199A2	MIR199B	SLC7A11
MIR199A2	MIR199B	GREM1
MIR199A2	MIR199B	BLOC1S5-TXNDC5
MIR199A2	MIR199B	KCTD12
MIR199A2	MIR199B	MSN
MIR199A2	MIR199B	DDI2
MIR199A2	MIR199B	HNRNPF
MIR199A2	MIR199B	MYSM1
MIR199A2	MIR199B	CDK5R1
MIR199A2	MIR199B	TMEM170A
MIR199A2	MIR199B	TAOK1
MIR199A2	MIR199B	FH
MIR199A2	MIR199B	MARCH8
MIR199A2	MIR199B	ABL2
MIR199A2	MIR199B	IL1RL1
MIR199A2	MIR199B	LONRF3
MIR199A2	MIR199B	RIMS3
MIR199A2	MIR199B	VMA21
MIR199A2	MIR199B	KCNC3
MIR199A2	MIR199B	MARCKS
MIR199A2	MIR199B	ZNF460
MIR199A2	MIR199B	EPB41L1
MIR199A2	MIR199B	ZCCHC2
MIR199A2	MIR199B	EPG5
MIR199A2	MIR199B	FXR1
MIR199A2	MIR199B	APLP2
MIR199A2	MIR199B	RABGAP1
MIR199A2	MIR199B	DIAPH2
MIR199A2	MIR199B	PMPCB
MIR199A2	MIR199B	EMC1
MIR199A2	MIR199B	PRKCA
MIR199A2	MIR199B	ETS1
MIR199A2	MIR199B	BCOR
MIR199A2	MIR199B	FOXJ2
MIR199A2	MIR199B	BACH1
MIR199A2	MIR199B	C6orf62
MIR199A2	MIR199B	CMIP
MIR199A2	MIR199B	KDM6B
MIR199A2	MIR199B	TACC1
MIR199A2	MIR199B	BCKDHA
MIR199A2	MIR199B	CDC42SE2
MIR199A2	MIR199B	TSSC1
MIR199A2	MIR199B	BLOC1S6
MIR199A2	MIR199B	DCTN1
MIR199A2	MIR199B	CBX5
MIR199A2	MIR199B	DDX3X
MIR199A2	MIR199B	IRF9
MIR199A2	MIR199B	SUPT16H
MIR199A2	MIR199B	TRA2B
MIR199A2	MIR199B	MUC6
MIR199A2	MIR199B	MYO9A
MIR199A2	MIR199B	ZNF430
MIR199A2	MIR199B	PSIP1
MIR199A2	MIR199B	SNN
MIR199A2	MIR199B	NIPAL3
MIR199A2	MIR199B	DST
MIR199A2	MIR199B	CACUL1
MIR199A2	MIR199B	CNIH3
MIR199A2	MIR199B	RPS6KA3
MIR199A2	MIR199B	ZMPSTE24
MIR199A2	MIR199B	WIPI2
MIR199A2	MIR199B	B3GNT2
MIR199A2	MIR199B	KDM4A
MIR199A2	MIR199B	NDUFA2
MIR199A2	MIR199B	RPS20
MIR199A2	MIR199B	EMP1
MIR199A2	MIR199B	DIP2B
MIR199A2	MIR199B	SF3B1
MIR199A2	MIR199B	MCFD2
MIR199A2	MIR199B	RHEB
MIR199A2	MIR199B	CUL3
MIR199A2	MIR199B	APEX1
MIR199A2	MIR199B	CLIP1
MIR199A2	MIR199B	PLK2
MIR199A2	MIR199B	CAPRIN1
MIR199A2	MIR199B	NRIP1
MIR199A2	MIR199B	ZNF354C
MIR199A2	MIR199B	DENND1B
MIR199A2	MIR199B	YAP1
MIR199A2	MIR199B	NDUFA12
MIR199A2	MIR199B	STRIP2
MIR199A2	MIR199B	ANKMY2
MIR199A2	MIR199B	OSBPL8
MIR199A2	MIR199B	HSDL1
MIR199A2	MIR199B	TMEM97
MIR199A2	MIR199B	ARHGAP17
MIR199A2	MIR199B	C3
MIR199A2	MIR199B	LURAP1L
MIR199A2	MIR199B	ZNF264
MIR199A2	MIR199B	CAPN2
MIR199A2	MIR199B	CD164
MIR199A2	MIR199B	RAP2B
MIR199A2	MIR199B	UBE2G1
MIR199A2	MIR199B	TAF6
MIR199A2	MIR199B	USO1
MIR199A2	MIR199B	JUNB
MIR199A2	MIR199B	ANKRD42
MIR199A2	MIR199B	CSTF1
MIR199A2	MIR199B	FBXO30
MIR199A2	MIR199B	RGPD8
MIR199A2	MIR199B	SERPINE2
MIR199A2	MIR199B	USP6NL
MIR199A2	MIR199B	ARPC1A
MIR199A2	MIR199B	TPT1
MIR199A2	MIR199B	GNA12
MIR199A2	MIR199B	G3BP1
MIR199A2	MIR199B	MAML1
MIR199A2	MIR199B	ATRX
MIR199A2	MIR199B	HEXIM1
MIR199A2	MIR199B	STMN1
MIR199A2	MIR199B	USP24
MIR199A2	MIR199B	PCGF5
MIR199A2	MIR199B	ADAM10
MIR199A2	MIR199B	DPF2
MIR199A2	MIR199B	USP37
MIR199A2	MIR199B	PLEKHA8
MIR199A2	MIR199B	CDCA7L
MIR199A2	MIR199B	HLA-B
MIR199A2	MIR199B	ZSWIM4
MIR199A2	MIR199B	ABHD17B
MIR199A2	MIR199B	RBM47
MIR199A2	MIR199B	RAD9A
MIR199A2	MIR199B	GOLGA8A
MIR199A2	MIR199B	PMAIP1
MIR199A2	MIR199B	FNBP1
MIR199A2	MIR199B	HNRNPD
MIR199A2	MIR199B	FAS
MIR199A2	MIR199B	GBE1
MIR199A2	MIR199B	NFE2L2
MIR199A2	MIR199B	FOXA2
MIR199A2	MIR199B	BMP2K
MIR199A2	MIR199B	LCOR
MIR199A2	MIR199B	DICER1
MIR199A2	MIR199B	NET1
MIR199A2	MIR199B	AVL9
MIR199A2	MIR199B	PIGG
MIR199A2	MIR199B	G2E3
MIR199A2	MIR199B	PARP1
MIR199A2	MIR199B	CALM2
MIR199A2	MIR199B	ZMYM4
MIR199A2	MIR199B	ANAPC7
MIR199A2	MIR199B	CDK17
MIR199A2	MIR199B	TANK
MIR199A2	MIR199B	DGCR2
MIR199A2	MIR199B	DCP2
MIR199A2	MIR199B	PTGS2
MIR199A2	MIR199B	LMLN
MIR199A2	MIR199B	FBN1
MIR199A2	MIR199B	ZNF543
MIR199A2	MIR199B	KIAA1468
MIR199A2	MIR199B	TBCE
MIR199A2	MIR199B	DDIT4
MIR199A2	MIR199B	VEZF1
MIR199A2	MIR199B	PYGO1
MIR199A2	MIR199B	G3BP2
MIR199A2	MIR199B	MICAL3
MIR199A2	MIR199B	STAU1
MIR199A2	MIR199B	AASDHPPT
MIR199A2	MIR199B	SLC1A5
MIR199A2	MIR199B	VLDLR
MIR199A2	MIR199B	DUSP5
MIR199A2	MIR199B	SLC25A53
MIR199A2	MIR199B	ARHGEF12
MIR199A2	MIR199B	YWHAE
MIR199A2	MIR199B	ALDH5A1
MIR199A2	MIR199B	IMPA1
MIR199A2	MIR199B	RNF19A
MIR199A2	MIR199B	TBX3
MIR199A2	MIR199B	SEC24C
MIR199A2	MIR199B	LIG3
MIR199A2	MIR199B	AUP1
MIR19B1	MIR19B2	SMAD5
MIR19B1	MIR19B2	SRSF4
MIR19B1	MIR19B2	ZFYVE9
MIR19B1	MIR19B2	TULP4
MIR19B1	MIR19B2	RNF44
MIR19B1	MIR19B2	PIK3R5
MIR19B1	MIR19B2	FOXP1
MIR19B1	MIR19B2	RAB3GAP2
MIR19B1	MIR19B2	FAM160B1
MIR19B1	MIR19B2	PIKFYVE
MIR19B1	MIR19B2	BTF3L4
MIR19B1	MIR19B2	UBAP2L
MIR19B1	MIR19B2	C1RL
MIR19B1	MIR19B2	SOX4
MIR19B1	MIR19B2	APP
MIR19B1	MIR19B2	SLFN11
MIR19B1	MIR19B2	AGPAT5
MIR19B1	MIR19B2	TMEM181
MIR19B1	MIR19B2	CREBRF
MIR19B1	MIR19B2	ATP2A2
MIR19B1	MIR19B2	H3F3B
MIR19B1	MIR19B2	MB21D2
MIR19B1	MIR19B2	PPP2R5E
MIR19B1	MIR19B2	CSF2RB
MIR19B1	MIR19B2	ELK3
MIR19B1	MIR19B2	MAP3K1
MIR19B1	MIR19B2	USP7
MIR19B1	MIR19B2	FRY
MIR19B1	MIR19B2	XPO1
MIR19B1	MIR19B2	REV1
MIR19B1	MIR19B2	RPS6KB1
MIR19B1	MIR19B2	HMBOX1
MIR19B1	MIR19B2	PRDM5
MIR19B1	MIR19B2	CYR61
MIR19B1	MIR19B2	SCYL2
MIR19B1	MIR19B2	SLAIN1
MIR19B1	MIR19B2	RNMT
MIR19B1	MIR19B2	COL3A1
MIR19B1	MIR19B2	PFN2
MIR19B1	MIR19B2	AFF1
MIR19B1	MIR19B2	EDEM1
MIR19B1	MIR19B2	RBM12B
MIR19B1	MIR19B2	NUSAP1
MIR19B1	MIR19B2	CDKN1A
MIR19B1	MIR19B2	ZNF430
MIR19B1	MIR19B2	CNOT1
MIR19B1	MIR19B2	COX6B1
MIR19B1	MIR19B2	HDLBP
MIR19B1	MIR19B2	MTMR3
MIR19B1	MIR19B2	OTUD1
MIR19B1	MIR19B2	SDAD1
MIR19B1	MIR19B2	ZNF83
MIR19B1	MIR19B2	C11orf57
MIR19B1	MIR19B2	RC3H1
MIR19B1	MIR19B2	BRAF
MIR19B1	MIR19B2	STX6
MIR19B1	MIR19B2	NIPAL2
MIR19B1	MIR19B2	SPRYD3
MIR19B1	MIR19B2	SEL1L
MIR19B1	MIR19B2	ELMOD2
MIR19B1	MIR19B2	PRRC2C
MIR19B1	MIR19B2	SKP1
MIR19B1	MIR19B2	FBN2
MIR19B1	MIR19B2	VAMP3
MIR19B1	MIR19B2	RFFL
MIR19B1	MIR19B2	UNC13A
MIR19B1	MIR19B2	PLRG1
MIR19B1	MIR19B2	RCAN3
MIR19B1	MIR19B2	POSTN
MIR19B1	MIR19B2	REST
MIR19B1	MIR19B2	LARS
MIR19B1	MIR19B2	KBTBD8
MIR19B1	MIR19B2	BAG5
MIR19B1	MIR19B2	TMEM64
MIR19B1	MIR19B2	AKAP9
MIR19B1	MIR19B2	TGIF1
MIR19B1	MIR19B2	TRAK2
MIR19B1	MIR19B2	IRF4
MIR19B1	MIR19B2	C18orf54
MIR19B1	MIR19B2	ZNF780B
MIR19B1	MIR19B2	GFPT1
MIR19B1	MIR19B2	YOD1
MIR19B1	MIR19B2	SEMA4C
MIR19B1	MIR19B2	PHLDA3
MIR19B1	MIR19B2	AP1G1
MIR19B1	MIR19B2	ARHGAP5
MIR19B1	MIR19B2	PLCL1
MIR19B1	MIR19B2	SOCS1
MIR19B1	MIR19B2	LY75
MIR19B1	MIR19B2	RAB18
MIR19B1	MIR19B2	REEP3
MIR19B1	MIR19B2	UACA
MIR19B1	MIR19B2	LIF
MIR19B1	MIR19B2	GPD2
MIR19B1	MIR19B2	SLC30A4
MIR19B1	MIR19B2	ZNF107
MIR19B1	MIR19B2	PFN1
MIR19B1	MIR19B2	RAB21
MIR19B1	MIR19B2	CDKAL1
MIR19B1	MIR19B2	TLN1
MIR19B1	MIR19B2	NCDN
MIR19B1	MIR19B2	PTAR1
MIR19B1	MIR19B2	NAPB
MIR19B1	MIR19B2	THBS1
MIR19B1	MIR19B2	CDC42BPA
MIR19B1	MIR19B2	PAICS
MIR19B1	MIR19B2	WBP1L
MIR19B1	MIR19B2	CALD1
MIR19B1	MIR19B2	PPAP2A
MIR19B1	MIR19B2	ZNF664
MIR19B1	MIR19B2	MADD
MIR19B1	MIR19B2	USP35
MIR19B1	MIR19B2	CHD2
MIR19B1	MIR19B2	EXOC6B
MIR19B1	MIR19B2	TAOK1
MIR19B1	MIR19B2	ANKIB1
MIR19B1	MIR19B2	UHMK1
MIR19B1	MIR19B2	MYLIP
MIR19B1	MIR19B2	PICALM
MIR19B1	MIR19B2	ELOVL5
MIR19B1	MIR19B2	LDOC1
MIR19B1	MIR19B2	ZNF281
MIR19B1	MIR19B2	ACVR1
MIR19B1	MIR19B2	COL6A2
MIR19B1	MIR19B2	AHNAK
MIR19B1	MIR19B2	CNIH1
MIR19B1	MIR19B2	ARRDC3
MIR19B1	MIR19B2	FAT1
MIR19B1	MIR19B2	VGLL4
MIR19B1	MIR19B2	ARL10
MIR19B1	MIR19B2	KMT2C
MIR19B1	MIR19B2	ACSL4
MIR19B1	MIR19B2	ATP6V1G1
MIR19B1	MIR19B2	HIPK1
MIR19B1	MIR19B2	CCDC144A
MIR19B1	MIR19B2	NT5C2
MIR19B1	MIR19B2	CELSR1
MIR19B1	MIR19B2	PHACTR1
MIR19B1	MIR19B2	SNX17
MIR19B1	MIR19B2	IVNS1ABP
MIR19B1	MIR19B2	GOLM1
MIR19B1	MIR19B2	PSME3
MIR19B1	MIR19B2	SPATA2
MIR19B1	MIR19B2	MRRF
MIR19B1	MIR19B2	ADSS
MIR19B1	MIR19B2	GAA
MIR19B1	MIR19B2	PRKX
MIR19B1	MIR19B2	NUTF2
MIR19B1	MIR19B2	MSMO1
MIR19B1	MIR19B2	DBF4
MIR19B1	MIR19B2	SNX3
MIR19B1	MIR19B2	ADAM10
MIR19B1	MIR19B2	KDM5B
MIR19B1	MIR19B2	USP37
MIR19B1	MIR19B2	CCND2
MIR19B1	MIR19B2	ZMAT3
MIR19B1	MIR19B2	MYCBP
MIR19B1	MIR19B2	MBNL1
MIR19B1	MIR19B2	MREG
MIR19B1	MIR19B2	OGG1
MIR19B1	MIR19B2	STX11
MIR19B1	MIR19B2	STRN3
MIR19B1	MIR19B2	SPEN
MIR19B1	MIR19B2	KIAA2018
MIR19B1	MIR19B2	BCAS4
MIR19B1	MIR19B2	HIPK3
MIR19B1	MIR19B2	CHM
MIR19B1	MIR19B2	ANKRD17
MIR19B1	MIR19B2	SAMD4A
MIR19B1	MIR19B2	SHCBP1
MIR19B1	MIR19B2	WNK1
MIR19B1	MIR19B2	ATL2
MIR19B1	MIR19B2	SLC22A5
MIR19B1	MIR19B2	PELI1
MIR19B1	MIR19B2	ZRANB1
MIR19B1	MIR19B2	SKIL
MIR19B1	MIR19B2	SMG1
MIR19B1	MIR19B2	SEPT7
MIR19B1	MIR19B2	KIF2A
MIR19B1	MIR19B2	DLG5
MIR19B1	MIR19B2	LRP12
MIR19B1	MIR19B2	ATG5
MIR19B1	MIR19B2	PPP6R3
MIR19B1	MIR19B2	BRWD3
MIR19B1	MIR19B2	RICTOR
MIR19B1	MIR19B2	KDM6A
MIR19B1	MIR19B2	EWSR1
MIR19B1	MIR19B2	LRCH1
MIR19B1	MIR19B2	REXO1
MIR19B1	MIR19B2	E2F8
MIR19B1	MIR19B2	ZNF711
MIR19B1	MIR19B2	RBPJ
MIR19B1	MIR19B2	TROVE2
MIR19B1	MIR19B2	NDFIP1
MIR19B1	MIR19B2	UGCG
MIR19B1	MIR19B2	RASA1
MIR19B1	MIR19B2	ATPAF1
MIR19B1	MIR19B2	FCRLA
MIR19B1	MIR19B2	DDX3X
MIR19B1	MIR19B2	PNRC1
MIR19B1	MIR19B2	CDH11
MIR19B1	MIR19B2	ALG2
MIR19B1	MIR19B2	SECISBP2L
MIR19B1	MIR19B2	ARPP19
MIR19B1	MIR19B2	CNIH3
MIR19B1	MIR19B2	PIGS
MIR19B1	MIR19B2	INSIG2
MIR19B1	MIR19B2	CCND1
MIR19B1	MIR19B2	SOCS3
MIR19B1	MIR19B2	TPGS2
MIR19B1	MIR19B2	RPS4Y1
MIR19B1	MIR19B2	CCNL1
MIR19B1	MIR19B2	LRRC8B
MIR19B1	MIR19B2	SIK2
MIR19B1	MIR19B2	CENPF
MIR19B1	MIR19B2	TWIST2
MIR19B1	MIR19B2	CITED2
MIR19B1	MIR19B2	EFR3A
MIR19B1	MIR19B2	VTI1A
MIR19B1	MIR19B2	NFE2L2
MIR19B1	MIR19B2	CLTC
MIR19B1	MIR19B2	RNF139
MIR19B1	MIR19B2	MEX3C
